thread_id,full_conversation,total_turns,customer_turns,company_turns,length_bucket,dm_signal,escalation_signal,intent,interaction_type,resolution_status,evaluation_quality
GWR_000041,"Customer: @gwrhelp. Can you confirm whether there are problems at the depots which are delaying repairs to trains? Also is it true that rolling stock has been sold, rather than being used on your routes? Lots of rumours around, so from a PR point of view it might be good to dispel them.
GWRHelp: @132693 Hi Ed. We do not own trains to sell, some HST's have come to the end of their lease with GWR as planned. More trains than usual are in for repair at present, winter weather conditions have attributed to this - Josh
Customer: @GWRHelp @132693 So what was the cause of the issues in September? And October? And November? It's only recently gotten cold....Unless your trains only operate in temperatures above 18deg...#porkies
Customer: @GWRHelp Thanks Josh. Can you confirm that there are no problems at the depots that are delaying repairs to trains? Your customers hear a lot of rumours otherwise!
GWRHelp: @132693 There are no issues at depots that is impacting train provision. Our maintenance teams are working hard to get all trains in service- Josh
Customer: @GWRHelp Thanks. It might be worth suggesting to the GWR marketing that they do some reputational damage limitation, perhaps sending staff out to stations and trains to hand out information and reassure customers.  GWR is taking a pasting currently!
GWRHelp: @132693 Thanks Ed, I'll pass this on. Phil.
Customer: @132693 @GWRHelp No chance, Ed. That costs money and I'm not spending money on shit that doesn't give me a return! Haha sucker!",8,5,3,,FALSE,FALSE,TRAIN / SERVICE INFORMATION,question,resolved,good_candidate
GWR_000042,"Customer: @GWRHelp I have just been told I have to pay for a ticket on a CC train to Cheltenham, despite taking the route you advised. WTF! 2/2
GWRHelp: @360452 Hi Chloe. Apologies for the alternations today. This is due to engineering works. Which journey have you made please? - Josh
Customer: @GWRHelp London to Cheltenham. Apparently you didn’t set up a ‘ticket conveyance’?
GWRHelp: @360452 Which trains did you take please Chloe? - Josh
Customer: @GWRHelp This was the paper I was given - I was told that my ticket would be valid on these trains. Conductor on Bristol-Chelt felt otherwise. https://t.co/klFC9a4dCF
Customer: @GWRHelp Didn’t pay in the end as got to Cheltenham but horrible way to end what was already a horrible journey. Please could this be investigated?
GWRHelp: @360452 Apologies for any conflicting information today Chloe. I appreciate the improvement works have made certain journeys challenging - Josh
Customer: @GWRHelp I need to get back to London tomorrow - please can you advise what trains I can catch with my pre-booked ticket? Was meant to be on 13.46
GWRHelp: @360452 Can you send me a photo of your ticket please? - Josh
Customer: @GWRHelp Thanks in advance for your help https://t.co/4TLqrQGNY7
GWRHelp: @360452 Thanks Chloe. You will need to make the following journey - Josh https://t.co/DHrGKA60nw
Customer: @GWRHelp Is there any way that doesn’t involve the bus? Can I not go back via Bristol again?
Customer: @GWRHelp Or could I start earlier so I get home on time?
Customer: @GWRHelp Or via Birmingham?
Customer: @GWRHelp Just looked at Birmingham trains and this seems like the quickest option. Please can you confirm my ticket will be valid?
GWRHelp: @360452 1/2 You are fine to travel earlier as time restrictions have been lifted. You cannot travel via Birmingham as your ticket won't be valid
GWRHelp: @360452 2/2 Your best option with the least amount of buses would be the following journey - Josh https://t.co/Hr7r5PxUho
Customer: @GWRHelp Tbh I think that’s ridiculous - GWR should pay the conveyance to allow their passengers who booked in advance to travel to their destination
Customer: @GWRHelp In the quickest time possible. As I understand it GWR could do this, but are choosing not to, to save money at the expense of your customers
Customer: @GWRHelp I have already spent 2 hours longer than I should have done on trains - GWR could ease this pain but are too tight to do so
GWRHelp: @360452 As buses are running ticket acceptance is not in place on certain routes, apologies for the difficulty the emergency works cause. Phil.
Customer: @GWRHelp Even though it is taking twice the time to get to destination and you failed to notify your advance booking customers? Terrible service
Customer: @GWRHelp You have ruined my weekend and I have lost money in tickets booked for events I was unable to attend - for which I will receive nothing
Customer: @GWRHelp And I can’t even get back home on time because instead of one change GWR think it’s ok to send me on a journey with 4 diff legs
GWRHelp: @360452 1/2 We were notified of the works at late notice by Network Rail, meaning we couldn't get the information out sooner.
GWRHelp: @360452 2/2 Apologies again for the difficulty this causes, I do appreciate this is inconvenient. Phil.
Customer: @GWRHelp You could ease those difficulties with ticket conveyance - chosen not too. Apologies don’t cut it - you’ve chosen £ over your customers.
Customer: @GWRHelp Enough time to arrange replacement buses = enough time to email your customers.
GWRHelp: @360452 If you bought a ticket from our website in advance, you should have received an email from us on Tuesday about the emergency works. Phil.
Customer: @GWRHelp I did book in advance through your website and I received no such email.
Customer: @360452 @GWRHelp Nice to see @GWRHelp not giving a shit about customers as usual.
GWRHelp: @360452 Really sorry for this Chloe. I will make sure this is fed back. Can you PM your email address please? - Josh https://t.co/Fg4VGS9qNo
Customer: @360452 @GWRHelp Standard @GWRHelp you wouldn’t receive compensation from these crooks even if the train derailed.",33,21,12,,FALSE,FALSE,BOOKING / TICKETS,complaint,unresolved,good_candidate
GWR_000043,"Customer: @GWRHelp delays took me nearly 2 hours to go 5 miles. Not impressed 🙅🏼
GWRHelp: @366874 Hi Phoebe. Sorry to hear this. What service did you travel on please? Rach",2,1,1,,FALSE,FALSE,TRAIN DELAY / CANCELLATION,complaint,unresolved,good_candidate
GWR_000044,"GWRHelp: Due to a person being hit by a train between Swindon and Didcot Parkway all lines are  currently blocked. Replacement road transport has been requested to operate between Swindon and Didcot Parkway in both directions.
Customer: @GWRHelp Terrible news, so trains are terminating at reading then?
Customer: @GWRHelp It is awful news. Can I ask whether this means those of us sitting on the 10.41 Swindon to Paddington are going to be unloaded onto road transport?
Customer: @GWRHelp Are there any trains running from Swindon to Paddinngton/London not impacted by this?
GWRHelp: @283080 Hi there. Which journey are you trying to make please? - Josh
GWRHelp: @283076 Hi Liam. Once more information is available there will be announcement on-board to advise. Lewis
GWRHelp: @283332 Hi. Services aren't running between Swindon and Didcot Parkway at the moment. Replacement buses are in operation instead. Lewis
Customer: @GWRHelp @283332 What about buses for services that can’t get into Swindon, eg B Pway?
Customer: @GWRHelp Changed at Chippenham to a train heading to Paddington (I think via Melksham). Do you know what time it will arrive into London?
Customer: @GWRHelp I'm booked on the 1.45 Paddington to Swansea. Is it likely to run and if so is first class declassified as will have double the numbers
Customer: @GWRHelp What’s happening between Reading and Paddington?
GWRHelp: @252176 There are speed restrictions in place due to a track problem. Lewis
GWRHelp: @283334 Hi Scott. That service is currently still due to run. Any decision to declassify First Class will be taken at the time based on conditions. Lewis
GWRHelp: @283081 @283332 Which journey are you trying to make please Michaela? - Josh
GWRHelp: @283332 Hi there. What train are you on please? - Josh
Customer: @GWRHelp Hi Josh, Lewis already got back to me. I’m going from BPway to Swindon, so on a train to Reading where I change for a different train to Didcot, then bus to Swindon apparently!
Customer: @GWRHelp I’m meeting the 13.30 train at Reading from Bristol, do you know how long the delay might be? Thanks
GWRHelp: @167365 Hi. Do you mean the 13:30 train from Bristol Temple Mead or a service at Reading at 13:30? Lewis
Customer: @GWRHelp It’s scheduled to arrive in Reading at 13.30.
Customer: @GWRHelp Obviously a tragic incident. But the lack of real time information and help at Paddington is abysmal. Also very frustrating that currently tickets can’t be used on alternative routes
Customer: @GWRHelp Is the 1.36 from Paddington to Cheltenham Spa going to go?
Customer: @GWRHelp I’ve now had to make alternative travel arrangements as the staff could not guarantee I would be in Swansea for when I needed to be. Can I apply for compensation?
GWRHelp: @283733 Hi Ally. Sorry staff weren't able to help. If the ticket is unused you can claim a full refund via the original point of purchase. Lewis
Customer: @GWRHelp Hi. Does this effect trains going from Bristol TM - London Pad? Or will the train just go a different route after Bath?
GWRHelp: @148014 Hi Natasha. Services are being rerouted where possible. What time are you travelling? Lewis
Customer: @GWRHelp Thankyou. The staff were great, it was just the complete lack of information at their disposal that was so frustrating
GWRHelp: @167365 Where are you travelling to please? - Josh
Customer: @GWRHelp On the 1pm from Paddington to Temple meads what's the best way to get to Cardiff?
Customer: @GWRHelp I’m meeting someone off the 12.32 train from Bristol Templemeads arriving in Reading at 13.30
Customer: @GWRHelp Do you know what time it might arrive in Reading bearing in mind the delays? Thanks
GWRHelp: @167365 The 12:32 service is from Bristol Parkway. It's currently expected at Reading at 13:54. Lewis
GWRHelp: @284130 Hi Chris. There is a train from Bristol Temple Meads to Cardiff at 14:54. Lewis
Customer: @GWRHelp Thank you 👍🏽
Customer: @GWRHelp Is the 2.28 reading to bath definitely running
GWRHelp: @284127 Hi. That service has been cancelled I'm afraid. Lewis
Customer: @GWRHelp @284127 Hi - we were meeting my wife’s 81-yr old godmother at Kemble. Think she’s on a coach between Didcot &amp; Swindon now. Any clue when it might arrive? We’re driving to Swindon station to meet her. Thanks for all the info.
Customer: @GWRHelp @284127 She was due to be on the 1336 out of Paddington to Cheltenham. I believe she’s been on a bus for 20-minutes now.
Customer: @GWRHelp Did you declassify? There's currently 3 women who are probably over 70 standing. Along with 10-15 others. Also impossible to get to a toilet or get food/drink
Customer: @GWRHelp Terrible situation. Thoughts to all. Have lines reopened?
Customer: @GWRHelp 14.26 &amp; still no sign of the train 🚂 🤦🏻‍♀️
GWRHelp: @167365 It is just outside Reading now so should arrive in the next couple of minutes. Lewis
GWRHelp: @285419 Hi Harriet. The 14:28 service is running. Lewis
Customer: @GWRHelp Catching the 15:30 train, am worried now as the 15:00 has been cancelled &amp; pretty much all are cancelled from Parkway
GWRHelp: @284128 @284127 Hi Andrew. Sorry I couldn't reply earlier. Do you know what time she left Didcot? Lewis
Customer: @GWRHelp @284127 My guess is about 1.35? Not sure. No sign of bus at Swindon...Cant be long now
GWRHelp: @285892 Hi Carl. The lines are open again now. Lewis
Customer: @GWRHelp Many thanks.
Customer: @GWRHelp @284127 It was all good in the end. Hope network and passengers are calmer now. Take care.
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan",54,29,25,,FALSE,FALSE,TRAIN DELAY / CANCELLATION,question,unresolved,good_candidate
GWR_000045,"Customer: @GWRHelp can you help your train drivers be on time for the trains they're supposed to be driving
GWRHelp: @556530 Hi Rory. They can often be delayed from their previous journey. Lewis
Customer: @GWRHelp Too lean on the drivers maybe?
Customer: @GWRHelp Also, why do you remove the platform announcements from the board before the train is scheduled to depart?
GWRHelp: @556530 Can you explain what you mean please Rory? - Josh
Customer: @GWRHelp About 3 or 4 minutes before the train is set to leave it is removed from the board so you don’t know what platform it’s on
GWRHelp: @556530 Hi. They are removed for safety reasons to prevent customers rushing through the station trying to make the train at the last minute. Lewis",7,4,3,,FALSE,FALSE,ROUTE / TIMETABLE / STATION,question,unresolved,good_candidate
GWR_000046,"Customer: @GWRHelp can you do anything to help me out?
GWRHelp: @335638 Apologies for the delayed response Stephen. I can see the service has since called at Reading and Newbury- Hopefully this made some space? P
Customer: @GWRHelp No it didn't improve at all.  I've never seen overcrowding like this before
GWRHelp: @335638 Apologies for the difficult conditions. Rach
Customer: @GWRHelp Not your fault.  You guys have reacted in the best way possible - extremely professionally
GWRHelp: @335638 Thank you Stephen. New trains with more capacity are coming - I do hope your future journeys are better. Phil.",6,3,3,,FALSE,FALSE,GENERAL CUSTOMER SERVICE,complaint,resolved,good_candidate
GWR_000047,"Customer: @GWRHelp Do I need photo id in order to use a weekly season ticket? Clapham Junction to Oxford?
GWRHelp: @277372 Hi Jason. Are you purchasing one or do you already possess the season ticket please? - Josh
Customer: @GWRHelp I need to purchase one. Thanks
GWRHelp: @277372 You will need a photocard - If you take a passport photo with you to the ticket office you can obtain one free of charge. Phil.",4,2,2,,FALSE,FALSE,BOOKING / TICKETS,question,resolved,good_candidate
GWR_000048,"Customer: @GWRHelp hi, do you have pram accessibility on trains between Swindon and Bristol templemeads?
GWRHelp: @137391 Hi Becky. Prams need to collapsed prior to boarding the train and then stored in the luggage areas. Lewis",2,1,1,,FALSE,FALSE,ACCESSIBILITY / SPECIAL ASSISTANCE,question,resolved,good_candidate
GWR_000049,"Customer: @GWRHelp GWR is a joke, my trains been cancelled and my plans for tonight ruined, cost me time and money
GWRHelp: @483695 Hello Abi. Can you confirm which service this is please? - Jordan
Customer: @GWRHelp 15:27 portsmouth &amp; Southsea to Warminster
GWRHelp: @483695 The disruption was due to earlier signalling problems which have now been fixed. - Jordan
Customer: @GWRHelp Well that’s great but my train has already been cancelled and I’m gonna miss a gig I had tickets for so???
GWRHelp: @483695 If delayed by an hour you can claim compensation here: https://t.co/kZncdam7bx. - Jordan",6,3,3,,FALSE,FALSE,TRAIN DELAY / CANCELLATION,complaint,unresolved,good_candidate
GWR_000050,"Customer: @GWRHelp I emailed about refund last Friday. When will I hear back?
Customer: @GWRHelp Just so you know - legally you have to pay me back within 14 days. https://t.co/loofq6OCb8 https://t.co/jloB4rjOJR
GWRHelp: @134107 Hi Imo. Have you posted the tickets with the refund form? Refunds can take up to 28 days to be processed from when we receive the tickets. Phil.
Customer: @GWRHelp No I wasn't told to do that by your team. Only to email which I have done - with a photo of the ticket. Do I have to post as well? If it takes up to 28 days then I can take legal action?
Customer: @134107 @GWRHelp Haha, I don't give a fuck about customer refunds! I hold back all the funds until the next financial year to make the bottom line look better to my shareholders! #fuckthecustomers
GWRHelp: @134107 To confirm, is this an unused ticket refund, or a claim for delay compensation? Phil.
Customer: @GWRHelp Claim for delay compensation
Customer: @134107 @GWRHelp Ha ha ha ha ha ha ha. 14 days? My last one took 7 months and I had to chase it twice. Good luck.
GWRHelp: @134107 Thanks, this is handled separately to a refund. We'll investigate the delay and get back to you with may compensation due. We aim to do this within 20 days but we have a backlog at present so I can't guarantee this timescale. Phil.
Customer: @127296 @134107 @GWRHelp must have been 7 months before my financial year. See what we do is hold all the refunds back until then to make our.m bottom line look better to our shareholders! Fuck the law, but more importantly, fuck the customers! Ha, got ya by the balls!
Customer: @GWRHelp So is my email sufficient? Do you realise you are breaking the law by not issuing a refund within 14 days?
GWRHelp: @134107 Your email will be sufficient. Refunds are only provided on unused tickets. If you travelled but were delayed this is a compensation claim. Regrettably these take longer to process. Lewis
Customer: @GWRHelp How long do you legally have to issue my compensation claim?
GWRHelp: @134107 There is no timeframe but we try to process as quickly as possible. At the moment claims are taking around 20 days. Lewis
Customer: @GWRHelp So you are under no legal obligation to issue compensation within a specific time frame?
GWRHelp: @134107 There is no timeframe but we aim to process claims as fast as possible. Lewis
GWRHelp: nan",17,10,7,,FALSE,FALSE,REFUND / COMPENSATION,question,unresolved,good_candidate
GWR_000051,"Customer: As if having to go to Swindon isn’t bad enough, looks like this journey will take 3+hrs due to a complete lack of @GWRHelp
GWRHelp: @244572 Hi Tony. Sorry for the problems today. What service are you travelling on? Lewis
Customer: @GWRHelp The non-existent 11:30 Paddington -Swindon
GWRHelp: @244572 Can you send me your booking reference or a copy of your ticket please? Rachel
Customer: @GWRHelp  https://t.co/VIcTfwGK7R
GWRHelp: @244572 Due to upgrade work taking place on the network, the timetable has been revised since the booking was made. Apologies you didn't hear from us about the works. Your ticket is valid on any service throughout the day. - Jordan
Customer: @GWRHelp Balls.
Customer: @GWRHelp Why didn’t I hear about this?
Customer: @GWRHelp Why do Don’t your help desk tell me this?
GWRHelp: @244572 We advise customers to check their journey before travelling through https://t.co/kSQp5pCyxo . Station staff at the Help Desk would also be able to advise of the works. - Jordan
Customer: @GWRHelp Station staff I spoke to. Not one told me how much my travel was going to be changed. The just told me Auto take a different train",11,7,4,,FALSE,FALSE,BOOKING / TICKETS,question,unresolved,good_candidate
GWR_000052,"Customer: @GWRHelp hi guys, why is the 5:34 from honeybourne to Paddington cancelled? Looks like the only station you're not calling at?
GWRHelp: @425887 Good morning Kim. Sorry for the delay, next train from Honeybourne 06:43. Regards Roger.
Customer: @GWRHelp can you tell me why the 5:34 was cancelled  though? as it looks like the only station it's not calling at?
GWRHelp: @425887 Good morning Kim. All down to poor rail conditions, sorry for the delay. Regards Roger.",4,2,2,,FALSE,FALSE,TRAIN DELAY / CANCELLATION,question,resolved,good_candidate
GWR_000053,"Customer: @GWRHelp https://t.co/lzO6Qm3Lvc
GWRHelp: @147543 Thank you for sharing, Mitchell! - Jordan",2,1,1,,FALSE,FALSE,OTHER,other,resolved,bad_candidate
GWR_000054,"Customer: .@GWRHelp No catering at all on 19.48 to Gloucs and Worcs. Compares very badly with the superb service I've had today on @120576
GWRHelp: @249205 @120576 Sorry for the lack of this facility on board Mark, I appreciate it is disappointing we couldn't avoid this today. Phil.",2,1,1,,FALSE,FALSE,GENERAL CUSTOMER SERVICE,complaint,unresolved,good_candidate
GWR_000055,"Customer: @GWRHelp Can you tell me what the cheapest (standard) single ticket (with Network Railcard) is that I can buy on your website from Maiden Newton to Putney (via Salisbury). I want to travel this Friday (1st Dec) on the 1143 from Maiden Newton.
GWRHelp: @121204 Hi Paul. This will cost £47.50 for a Super Off Peak day single. Rachel
Customer: @GWRHelp Thank you, Rachel. I was told by GWR live chat that there is a Super Off-Peak Single (with Network Railcard) for £23.95 for this journey but it's not valid via Salisbury. Do you know if this ticket is available on your website by a different route please?
GWRHelp: @121204 No problem Paul. For this fare you will need to travel on this service below:
GWRHelp: @121204  https://t.co/s7DTK6OMN1
Customer: @GWRHelp Thank you. GWR Chat told me today this ticket isn't valid via Salisbury (see attached screenshot) but the 1529 from Yeovil Junction to Clapham Junction in your image goes via Salisbury. This is confusing. Which is correct please? https://t.co/d7KgEVbAAr
GWRHelp: @121204 The £23.95 ticket isn't vaild to change at Salisbury it is only valid on that route that I sent you a photo of. Rachel
Customer: @GWRHelp Thank you Rachel. Does that mean I can’t make a break of journey at Salisbury and continue my journey later that day. I though I could make a break of journey on this ticket. If you could clarify please. Thank you.
GWRHelp: @121204 Yes correct. I would advise purchasing the £32.50 anytime day single if you wish to break your journey up at Salisbury. Rachel
Customer: @GWRHelp Hi Rachel, can you tell me what the actual restriction is on this ticket is that prevents me making a break of journey at Salisbury? Your website says break of journey is allowed on this ticket. I thought it was allowed. I just want to make sure. Thxs
GWRHelp: @121204 For the £23.95 ticket? Rachel
Customer: @GWRHelp Yes please.
GWRHelp: @121204 This is the restrictions for the £23.95 ticket: https://t.co/N0TylHZRVt. Rachel
Customer: @GWRHelp Oh great, thanks for the link. So a break of journey at Salisbury is allowed after all.
Customer: @GWRHelp Rachel, today you told me the cheapest fare was £47.50, when it's £23.95. You've told me I can't change trains at Salisbury (unless I buy a £32.50 ticket), when in fact a break is allowed at Salisbury on my ticket. GWR Chat told me my ticket is NOT valid via Salisbury when (1/2)
Customer: @GWRHelp ...in fact it IS valid Salisbury. Why all this incorrect information? What is the best channel for me to escalate this as a complaint please? All this incorrect information from GWR today is appalling. (2/2)
GWRHelp: @121204 Hi Paul, sorry for any confusion. You can break your journey at Salisbury on that ticket yes, the route is Not Via London there's no restriction for Salisbury. To make a complaint email __email__ -Andy
Customer: @GWRHelp Thank you Andy. That's prefect. That's all I needed to know. I will raise this as a complaint because how can customers be sure they're buying the right ticket if GWR don't have a clue about the validity of the tickets they are selling - as can be seen from today's conversations.
Customer: @121204 @GWRHelp Not just an issue with GWR, but other companies unfortunately. It seems that some staff are either confused, or deliberately attempt to sell more expensive tickets than necessary to passengers. Happened to me a number of times.
Customer: @130866 @GWRHelp @GWRHelp were definitely telling me I needed to buy a more expensive ticket for my journey, when the cheaper one I was asking about fully covered my journey requirements. 😡",20,12,8,,FALSE,FALSE,BOOKING / TICKETS,question,resolved,good_candidate
GWR_000056,"Customer: Hi @9540 I'm collecting Lanyards, trying to become the UK record holder. Would you have a FGW lanyard to spare? :-)
GWRHelp: @159478 Hello! If you DM us your details i'm sure we can get one sent to you :) Grant
Customer: @9540 Thank you. I've sent you my details :)
GWRHelp: @159478 Great - thankyou! Leave it with us and we'll see what we can do :) Grant
Customer: @9540 thank you for sending me this FGW lanyard. #firsttrainlanyard http://t.co/bIfAZb4vDm
GWRHelp: @159478 You're welcome! Glad it got to you ok :) Grant
Customer: @GWRHelp @159478 Can I have one to add to my collection? :-)",7,4,3,,FALSE,FALSE,GENERAL CUSTOMER SERVICE,request,resolved,bad_candidate
GWR_000057,"Customer: @GWRHelp On delayed rail repl coach to BPW. Have adv ticket on 17.48 to SOU. No chance of making this. Can we travel on later service?
GWRHelp: @702902 Hi Daniel. Tickets will be valid on later services, please speak with station staff for assistance with this. Phil.",2,1,1,,FALSE,FALSE,BOOKING / TICKETS,question,resolved,good_candidate
GWR_000058,"Customer: First cup of tea 🙂 with cake 🍰🤗 @GWRHelp hoping for T @ The Ritz https://t.co/eTK612oB6u
GWRHelp: @675423 Hi Sharon, enjoy the journey! What do you think of the fruitcake? It's a personal favourite of mine... -Andy
Customer: @GWRHelp It was very enjoyable thank you 🙂
GWRHelp: @675423 Fab! Glad to hear it. :) Rach
Customer: @GWRHelp Hoping to have another slice on the way back tomorrow
GWRHelp: @675423 Ooo I recommend the shortbread! Rach",6,3,3,,FALSE,FALSE,OTHER,other,resolved,bad_candidate
GWR_000059,"Customer: Took a ride on the new @GWRHelp IETs today. Great way to spend the day off work. No complaints from me. #GWRNewTrains #gwradventures https://t.co/fnkxN5F8kn
GWRHelp: @395318 Hi Ashley. Glad to hear you enjoyed your first trip on our IET. Have a great evening - Josh",2,1,1,,FALSE,FALSE,OTHER,other,resolved,bad_candidate
GWR_000060,"Customer: Was physically unable to board the @GWRHelp train this evening. Too many passengers, not enough carriages. Ah well. https://t.co/AUq9xSpZ5k
GWRHelp: @121424 Hi James. Apologies for this. What journey are you making? Lewis
Customer: @GWRHelp Was intending to take the 17:17 BRI to WOR. However this was ""delayed"" so attempted to catch the 17:26 BRI departure to Taunton above.
Customer: @GWRHelp In the end I caught the 17:17 which eventually arrived departed Bristol at 18:04 47 minutes late.
GWRHelp: @121424 Really sorry for any inconvenience caused as a result of the delay James - Josh
GWRHelp: nan",6,3,3,,FALSE,FALSE,GENERAL CUSTOMER SERVICE,complaint,unresolved,good_candidate
GWR_000061,"Customer: @GWRHelp after a long day at college I’m sitting on the floor because there’s not enough benches on the platform ☹️☹️ https://t.co/kBPH9cD6Wf
GWRHelp: @120652 Hi Rachael, sorry for any discomfort. Which station is this? -Andy
Customer: @GWRHelp This is at Guildford station
GWRHelp: @120652 Hi Rachael. Guildford is a South Western Rail Station, not one of ours. Lewis
Customer: @GWRHelp My apologies
Customer: @GWRHelp @SW_Help maybe something you can look into?
GWRHelp: @120652 @SW_Help Not a problem Rachael. Have a nice day. Natalie",7,4,3,,FALSE,FALSE,GENERAL CUSTOMER SERVICE,information,resolved,ambiguous
GWR_000062,"Customer: @GWRHelp hi, I was just wondering if a bag has been handed in between Newport &amp; Salisbury today? The train departed Newport at 14:44 today
GWRHelp: @430327 Hi Charlotte. We are not aware of anything that has been handed in. Please log the item at https://t.co/h8I7Lay827 you will be contacted if anything is handed in. I hope it turns up :) - Josh",2,1,1,,FALSE,FALSE,BAGGAGE / LOST PROPERTY,question,resolved,good_candidate
GWR_000063,"Customer: @GWRHelp what’s the deal with the train timetable today.. your app and trainline day very different arrival times into Bath https://t.co/9z44Z35WID
GWRHelp: @375950 Hi Shell, apologies for the delayed response. Both appear to show 1010. Phil.",2,1,1,,FALSE,FALSE,ROUTE / TIMETABLE / STATION,question,resolved,good_candidate
GWR_000064,"Customer: Fast train services going through, no mercy for Langley passengers. Need better connection to London from Langley station @GWRHelp
GWRHelp: @400148 Hi Debansu. Apologies for the delays to your journey. I do appreciate this is frustrating. 1/2
GWRHelp: @400148 Services have been delayed/cancelled due to an earlier injured trespasser on the line. 2/2 Rach",3,1,2,,FALSE,FALSE,TRAIN DELAY / CANCELLATION,complaint,resolved,good_candidate
GWR_000065,"Customer: GWR trains seem to be taking an extremely liberal approach with their on-board WiFi... @GWRHelp https://t.co/qiwcDYNCuq
GWRHelp: @675407 Hi Alice! Sorry about this, just an issue with some devices not displaying it properly. Should look something like this... -Andy https://t.co/hqex7KuJ4V
Customer: @GWRHelp @675407 Great example of the importance of good copy and not relying solely on icons to convey context and meaning. A lesson for all designers! https://t.co/q2prStaEa4
GWRHelp: @675406 @675407 Yes good point Jody! Will pass this on to the Wifi team. -Andy
Customer: @GWRHelp @675406 @675407 also red X on a redish background - they need to go back to HTML design school.
Customer: @675406 @GWRHelp @675407 Bad choice of colours too!
GWRHelp: @154962 @675406 @675407 The actual design isn't red on red, it was just a quick paint job to illustrate! -Andy
Customer: @GWRHelp @154962 @675407 But without the icons it doesn’t convey the right message. Design it so message makes sense if icons don’t load and it’s fail safe.
GWRHelp: @675406 @154962 @675407 Thanks Jody - Appreciate what you're saying and will get this passed on. Phil.
GWRHelp: @675406 @154962 @675407 We've raised it with our Wifi team and they will amend the copy in the next development update. Thanks everyone for your feedback. -Andy
Customer: @GWRHelp @675406 @154962 @675407 Just try English!  You are welcome to..., you are not welcome to....
Customer: @675406 @GWRHelp @154962 @675407 And even more important if you are sight-impaired, where images don’t necessarily convey semantics!
Customer: @675409 @675406 @GWRHelp @675407 or at least make the whole thing visual :) https://t.co/ucYScX7rBo
Customer: @154962 @675409 @675406 @GWRHelp @675407 Like this? https://t.co/CSwjH7Xhff
Customer: @GWRHelp @675407 @651703 terrible design.
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan
GWRHelp: nan",45,10,35,,FALSE,FALSE,TECHNICAL / WEBSITE / APP,complaint,unresolved,good_candidate
GWR_000066,"Customer: @GWRHelp Why are you so bad??????? https://t.co/p6Qq767SgU
GWRHelp: @486386 Hi Pete. There have been signal problems today. Apologies for the delays and for any problems these caused. Lewis",2,1,1,,FALSE,FALSE,TRAIN DELAY / CANCELLATION,complaint,unresolved,good_candidate
GWR_000067,"Customer: @GWRHelp Submitted compensation claim on 7th July, but still not received. On 16/9 you said cheque would arrive by end of Sept. Early Oct you said end of Oct. 8/11 you said 10 days. Today you tell me to ring back on Monday. @121428 pay within 14 days.
GWRHelp: @231952 @121428 Hi there. Really sorry for the time this has taken. What is your reference please? - Josh
Customer: @GWRHelp GWRR170707BZBC
GWRHelp: @231952 Thanks Niall. I will pass this on to my contact in customer support to look into this. Once I hear back I will be in touch  - Josh",4,2,2,,FALSE,FALSE,REFUND / COMPENSATION,complaint,unresolved,good_candidate
GWR_000068,"Customer: Wow @121203 @GWRHelp you snazzified our trains! High St #Swansea is looking well classy! https://t.co/OYLGK2e21s
GWRHelp: @709810 @121203 Pleased you like them, Mary! #GWRNewTrains :) - Jordan",2,1,1,,FALSE,FALSE,OTHER,other,resolved,bad_candidate
GWR_000069,"Customer: Hi @GWRHelp. Was the 15:31 Totnes train late into Exeter St David’s this afternoon? Trying to locate a traveller who seems to have missed their connection to Axminster...
GWRHelp: @132089 Hi Amy. It was 35 minutes late arriving into Exeter St Davids at 16:38. Lewis
GWRHelp: nan",3,1,2,,FALSE,FALSE,ROUTE / TIMETABLE / STATION,question,resolved,good_candidate
