thread_id,customer_text,intent,predicted_intent,predicted_response,escalate_to_human,correct
GWR_000048,"@GWRHelp hi, do you have pram accessibility on trains between Swindon and Bristol templemeads?",ACCESSIBILITY / SPECIAL ASSISTANCE,ACCESSIBILITY / SPECIAL ASSISTANCE,"Station accessibility information, including step-free access and lift status, is available on the station pages of www.gwr.com and on National Rail Enquiries. If a lift is out of service, our team can arrange accessible alternative transport.",False,True
GWR_000049,"@GWRHelp GWR is a joke, my trains been cancelled and my plans for tonight ruined, cost me time and money @GWRHelp 15:27 portsmouth &amp; Southsea to Warminster @GWRHelp Well that’s great but my train has already been cancelled and I’m gonna miss a gig I had tickets for so???",TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I am very sorry that your train has been cancelled. Your ticket is valid on the next available GWR service on the same route. If you choose not to travel due to the cancellation, you are entitled to a full fee-free refund from your point of purchase.",True,True
GWR_000050,"@GWRHelp I emailed about refund last Friday. When will I hear back? @GWRHelp Just so you know - legally you have to pay me back within 14 days. https://t.co/loofq6OCb8 https://t.co/jloB4rjOJR @GWRHelp No I wasn't told to do that by your team. Only to email which I have done - with a photo of the ticket. Do I have to post as well? If it takes up to 28 days then I can take legal action? @134107 @GWRHelp Haha, I don't give a fuck about customer refunds! I hold back all the funds until the next financial year to make the bottom line look better to my shareholders! #fuckthecustomers @GWRHelp Claim for delay compensation @134107 @GWRHelp Ha ha ha ha ha ha ha. 14 days? My last one took 7 months and I had to chase it twice. Good luck. @127296 @134107 @GWRHelp must have been 7 months before my financial year. See what we do is hold all the refunds back until then to make our.m bottom line look better to our shareholders! Fuck the law, but more importantly, fuck the customers! Ha, got ya by the balls! @GWRHelp So is my email sufficient? Do you realise you are breaking the law by not issuing a refund within 14 days? @GWRHelp How long do you legally have to issue my compensation claim? @GWRHelp So you are under no legal obligation to issue compensation within a specific time frame?",REFUND / COMPENSATION,REFUND / COMPENSATION,"If your journey was delayed by 15 minutes or more, you can claim compensation under our Delay Repay scheme. Please submit a claim with a photo of your ticket within 28 days at www.gwr.com/delayrepay.",True,True
GWR_000051,"As if having to go to Swindon isn’t bad enough, looks like this journey will take 3+hrs due to a complete lack of @GWRHelp @GWRHelp The non-existent 11:30 Paddington -Swindon @GWRHelp  https://t.co/VIcTfwGK7R @GWRHelp Balls. @GWRHelp Why didn’t I hear about this? @GWRHelp Why do Don’t your help desk tell me this? @GWRHelp Station staff I spoke to. Not one told me how much my travel was going to be changed. The just told me Auto take a different train",BOOKING / TICKETS,STAFF / SERVICE COMPLAINT,"We are very sorry to hear about your experience with our staff. We hold our teams to high professional standards. Please send us a DM with the date, time, station or service, and any staff details so we can refer this to station management.",False,False
GWR_000052,"@GWRHelp hi guys, why is the 5:34 from honeybourne to Paddington cancelled? Looks like the only station you're not calling at? @GWRHelp can you tell me why the 5:34 was cancelled  though? as it looks like the only station it's not calling at?",TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I am very sorry that your train has been cancelled. Your ticket is valid on the next available GWR service on the same route. If you choose not to travel due to the cancellation, you are entitled to a full fee-free refund from your point of purchase.",True,True
GWR_000053,@GWRHelp https://t.co/lzO6Qm3Lvc,OTHER,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,True
GWR_000054,.@GWRHelp No catering at all on 19.48 to Gloucs and Worcs. Compares very badly with the superb service I've had today on @120576,GENERAL CUSTOMER SERVICE,TRAIN / SERVICE INFORMATION,"We apologise for the issues with onboard facilities. Please send us a DM with your train time, origin/destination, and coach letter so our on-train and maintenance crews can be notified to resolve this.",False,False
GWR_000055,"@GWRHelp Can you tell me what the cheapest (standard) single ticket (with Network Railcard) is that I can buy on your website from Maiden Newton to Putney (via Salisbury). I want to travel this Friday (1st Dec) on the 1143 from Maiden Newton. @GWRHelp Thank you, Rachel. I was told by GWR live chat that there is a Super Off-Peak Single (with Network Railcard) for £23.95 for this journey but it's not valid via Salisbury. Do you know if this ticket is available on your website by a different route please? @GWRHelp Thank you. GWR Chat told me today this ticket isn't valid via Salisbury (see attached screenshot) but the 1529 from Yeovil Junction to Clapham Junction in your image goes via Salisbury. This is confusing. Which is correct please? https://t.co/d7KgEVbAAr @GWRHelp Thank you Rachel. Does that mean I can’t make a break of journey at Salisbury and continue my journey later that day. I though I could make a break of journey on this ticket. If you could clarify please. Thank you. @GWRHelp Hi Rachel, can you tell me what the actual restriction is on this ticket is that prevents me making a break of journey at Salisbury? Your website says break of journey is allowed on this ticket. I thought it was allowed. I just want to make sure. Thxs @GWRHelp Yes please. @GWRHelp Oh great, thanks for the link. So a break of journey at Salisbury is allowed after all. @GWRHelp Rachel, today you told me the cheapest fare was £47.50, when it's £23.95. You've told me I can't change trains at Salisbury (unless I buy a £32.50 ticket), when in fact a break is allowed at Salisbury on my ticket. GWR Chat told me my ticket is NOT valid via Salisbury when (1/2) @GWRHelp ...in fact it IS valid Salisbury. Why all this incorrect information? What is the best channel for me to escalate this as a complaint please? All this incorrect information from GWR today is appalling. (2/2) @GWRHelp Thank you Andy. That's prefect. That's all I needed to know. I will raise this as a complaint because how can customers be sure they're buying the right ticket if GWR don't have a clue about the validity of the tickets they are selling - as can be seen from today's conversations. @121204 @GWRHelp Not just an issue with GWR, but other companies unfortunately. It seems that some staff are either confused, or deliberately attempt to sell more expensive tickets than necessary to passengers. Happened to me a number of times. @130866 @GWRHelp @GWRHelp were definitely telling me I needed to buy a more expensive ticket for my journey, when the cheaper one I was asking about fully covered my journey requirements. 😡",BOOKING / TICKETS,BOOKING / TICKETS,Advance tickets can be amended prior to departure for a £10 admin fee plus any difference in fare via your online account or ticket office. Flexible tickets (Off-Peak/Anytime) can be changed or upgraded directly.,False,True
GWR_000056,"Hi @9540 I'm collecting Lanyards, trying to become the UK record holder. Would you have a FGW lanyard to spare? :-) @9540 Thank you. I've sent you my details :) @9540 thank you for sending me this FGW lanyard. #firsttrainlanyard http://t.co/bIfAZb4vDm @GWRHelp @159478 Can I have one to add to my collection? :-)",GENERAL CUSTOMER SERVICE,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000057,@GWRHelp On delayed rail repl coach to BPW. Have adv ticket on 17.48 to SOU. No chance of making this. Can we travel on later service?,BOOKING / TICKETS,TRAIN DELAY / CANCELLATION,Rail replacement buses are operating on this route due to service disruption. Replacement buses usually pick up from the station front or designated bus bays. Please check station signage or speak to platform staff for exact pickup points.,False,False
GWR_000058,First cup of tea 🙂 with cake 🍰🤗 @GWRHelp hoping for T @ The Ritz https://t.co/eTK612oB6u @GWRHelp It was very enjoyable thank you 🙂 @GWRHelp Hoping to have another slice on the way back tomorrow,OTHER,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,True
GWR_000059,Took a ride on the new @GWRHelp IETs today. Great way to spend the day off work. No complaints from me. #GWRNewTrains #gwradventures https://t.co/fnkxN5F8kn,OTHER,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,True
GWR_000060,"Was physically unable to board the @GWRHelp train this evening. Too many passengers, not enough carriages. Ah well. https://t.co/AUq9xSpZ5k @GWRHelp Was intending to take the 17:17 BRI to WOR. However this was ""delayed"" so attempted to catch the 17:26 BRI departure to Taunton above. @GWRHelp In the end I caught the 17:17 which eventually arrived departed Bristol at 18:04 47 minutes late.",GENERAL CUSTOMER SERVICE,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,False
GWR_000061,@GWRHelp after a long day at college I’m sitting on the floor because there’s not enough benches on the platform ☹️☹️ https://t.co/kBPH9cD6Wf @GWRHelp This is at Guildford station @GWRHelp My apologies @GWRHelp @SW_Help maybe something you can look into?,GENERAL CUSTOMER SERVICE,ROUTE / TIMETABLE / STATION,"Live platform allocations and departure times are displayed on station screens and in the GWR app. Platforms are confirmed shortly before arrival, so please check the departure boards at the station.",False,False
GWR_000062,"@GWRHelp hi, I was just wondering if a bag has been handed in between Newport &amp; Salisbury today? The train departed Newport at 14:44 today",BAGGAGE / LOST PROPERTY,BAGGAGE / LOST PROPERTY,Passengers can bring up to 3 items of luggage free of charge (two larger items and one small bag). Overhead racks and luggage stacks at coach ends are available on all our trains.,False,True
GWR_000063,@GWRHelp what’s the deal with the train timetable today.. your app and trainline day very different arrival times into Bath https://t.co/9z44Z35WID,ROUTE / TIMETABLE / STATION,ROUTE / TIMETABLE / STATION,Timetables and route maps are available to download at www.gwr.com/timetables. You can also plan journeys and check live departures via the GWR app or National Rail Enquiries.,False,True
GWR_000064,"Fast train services going through, no mercy for Langley passengers. Need better connection to London from Langley station @GWRHelp",TRAIN DELAY / CANCELLATION,ROUTE / TIMETABLE / STATION,"If your train was delayed causing you to miss a connecting service, your ticket is valid on the next available train to your destination. Station staff will also be able to advise on alternative routes.",False,False
GWR_000065,"GWR trains seem to be taking an extremely liberal approach with their on-board WiFi... @GWRHelp https://t.co/qiwcDYNCuq @GWRHelp @675407 Great example of the importance of good copy and not relying solely on icons to convey context and meaning. A lesson for all designers! https://t.co/q2prStaEa4 @GWRHelp @675406 @675407 also red X on a redish background - they need to go back to HTML design school. @675406 @GWRHelp @675407 Bad choice of colours too! @GWRHelp @154962 @675407 But without the icons it doesn’t convey the right message. Design it so message makes sense if icons don’t load and it’s fail safe. @GWRHelp @675406 @154962 @675407 Just try English!  You are welcome to..., you are not welcome to.... @675406 @GWRHelp @154962 @675407 And even more important if you are sight-impaired, where images don’t necessarily convey semantics! @675409 @675406 @GWRHelp @675407 or at least make the whole thing visual :) https://t.co/ucYScX7rBo @154962 @675409 @675406 @GWRHelp @675407 Like this? https://t.co/CSwjH7Xhff @GWRHelp @675407 @651703 terrible design.",TECHNICAL / WEBSITE / APP,TRAIN / SERVICE INFORMATION,"We apologise for the issues with onboard facilities. Please send us a DM with your train time, origin/destination, and coach letter so our on-train and maintenance crews can be notified to resolve this.",False,False
GWR_000066,@GWRHelp Why are you so bad??????? https://t.co/p6Qq767SgU,TRAIN DELAY / CANCELLATION,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000067,"@GWRHelp Submitted compensation claim on 7th July, but still not received. On 16/9 you said cheque would arrive by end of Sept. Early Oct you said end of Oct. 8/11 you said 10 days. Today you tell me to ring back on Monday. @121428 pay within 14 days. @GWRHelp GWRR170707BZBC",REFUND / COMPENSATION,REFUND / COMPENSATION,"If your journey was delayed by 15 minutes or more, you can claim compensation under our Delay Repay scheme. Please submit a claim with a photo of your ticket within 28 days at www.gwr.com/delayrepay.",True,True
GWR_000068,Wow @121203 @GWRHelp you snazzified our trains! High St #Swansea is looking well classy! https://t.co/OYLGK2e21s,OTHER,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,True
GWR_000069,Hi @GWRHelp. Was the 15:31 Totnes train late into Exeter St David’s this afternoon? Trying to locate a traveller who seems to have missed their connection to Axminster...,ROUTE / TIMETABLE / STATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,False
GWR_000070,"@GWRHelp @127465 any chance in reducing the number of announcements? Many are pointless/long.AtTempleMeads regularly hear 5 separate @GWRHelp @127465 Announcements about single train when on platform. On some trains is just as bad. Actual useful info gets lost&amp;disrupts a peaceful journey. @GWRHelp @127465 Travelling in Italy over the summer &amp; difference in announcements on trains &amp; at stations was striking and made more a more pleasant journey @GWRHelp @589700 @127465 When they go on and on people just switch off and don't listen to them.  Can't people walk anywhere without falling over - No need to say @GWRHelp @127465 Hi, I don't doubt some are but are 4 or 5 platform announcements in 2-3 minutes necessary? Many airports are free of them! Are they unsafe? @GWRHelp @127465 The DfT's note on removing road signage clutter is interesting/comparable. Info overload can decrease safety. Ofcourse some are still needed",GENERAL CUSTOMER SERVICE,ROUTE / TIMETABLE / STATION,"Live platform allocations and departure times are displayed on station screens and in the GWR app. Platforms are confirmed shortly before arrival, so please check the departure boards at the station.",False,False
GWR_000071,"@GWRHelp Really disappointed with your service between Bridgend and Bristol TM today. No prior warnings of a replacement bus service. If I’d of known I would’ve gone in the car. Let down again by the “Great” British public transport system. @GWRHelp That’s not a good enough reply. Not everyone is going to check the website before travelling. It was a spontaneous decision to travel today. I was told nothing in the station ticket office, no announcements. “You should’ve check the website” is a terrible excuse. @748859 @GWRHelp Shouldn’t have to check your website, your staff should inform passengers before they board, that’s just common sense surely. What about older generations who don’t use the internet? @GWRHelp I’m really not satisfied at all with what you’re saying. When you’re backed into a corner about policy, you just palm me off onto another company. Really disappointed with your customer service. I will be looking into more formal avenues of complaining about this.",ROUTE / TIMETABLE / STATION,TRAIN DELAY / CANCELLATION,Rail replacement buses are operating on this route due to service disruption. Replacement buses usually pick up from the station front or designated bus bays. Please check station signage or speak to platform staff for exact pickup points.,False,False
GWR_000072,Hi @GWRHelp the ticket office is closed at my station. There are no machines. The train is to crowded to reach the train manager. Do I get a fine the other end for this? @139600 @GWRHelp This happened to me last week and it was ok there was no fine @464686 @GWRHelp Thanks. I've never encountered it before. I used season tickets for years. @GWRHelp @464686 Thanks Jordan. That is exactly what happened. I appreciate the reply.n,BOOKING / TICKETS,BOOKING / TICKETS,"For ticket purchases, amendments, or collection queries, please visit www.gwr.com or manage your booking via your GWR account. Feel free to DM us if you need specific booking assistance.",False,True
GWR_000073,"@GWRHelp please turn the heaters off on SVB line.  It gets packed and hot - we can't breathe.  We don't need heaters. @552112 @GWRHelp @GWRHelp  so yet again 2 coaches for btm to Cardiff on 17.20, what’s the reason tonight? Couldn’t be bothered to attach another one? @GWRHelp @552112 Always the same thing but I heard it’s all been about pushing the new trains out so engineers to fix older ones!!!!!",GENERAL CUSTOMER SERVICE,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000074,"Thanks @GWRHELP for not meeting us with a ramp Not going to get home for hour &amp; 1/2 instead of 20 mins. #Oxford #Didcot @GWRHelp No, but don't bother telling me it's best to book in advance we never know 1/2 @GWRHelp when my mum will be well enough to travel and even if we do it doesn't mean you'll get met. 2/2",ACCESSIBILITY / SPECIAL ASSISTANCE,BOOKING / TICKETS,"For ticket purchases, amendments, or collection queries, please visit www.gwr.com or manage your booking via your GWR account. Feel free to DM us if you need specific booking assistance.",False,False
GWR_000075,"Apologies to @GWRHelp staff at Filton abbey wood who wanted to check my ticket. It was with colleagues on the train at platform 3 #late @GWRHelp Here’s proof that I did indeed have a ticket! https://t.co/CC769asKQA @GWRHelp Nothing bad, my colleagues had ticket on assumption there were no barriers at Filton AW. Staff wanted to check ticket. Explained situation.. @GWRHelp ..as fast as I could as train was pulling into platform. Staff agreed to let me board. I looked a state as I had sprinted to get there !",BOOKING / TICKETS,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,False
GWR_000076,@GWRHelp 6:52 st.davids to LND this morning delayed call me cilla black but surprise the rtn this evening also delayed £150 not well spent @GWRHelp should be the 19;45 from Paddington to st.davids just frustrating that not a single train I’ve been on this year has run to time,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000077,"@GWRHelp what an unpleasant experience on a packed train to London Paddington today.  How do you even get to the toilet?  Rammed, overcrowded, stressful - not like your Enid Blyton adverts at all!",GENERAL CUSTOMER SERVICE,TRAIN / SERVICE INFORMATION,"We apologise for the issues with onboard facilities. Please send us a DM with your train time, origin/destination, and coach letter so our on-train and maintenance crews can be notified to resolve this.",False,False
GWR_000078,"@GWRHelp your website is rubbish. I login in, try to book tickets. asks me to login, says I need to do a proper email address. login again, try to book same tickets, duplicates tickets. It now thinks I'm buying 3 lots of the same journey. WHAT. @GWRHelp i used @123241 instead.",TECHNICAL / WEBSITE / APP,BOOKING / TICKETS,"If you have not received your booking confirmation or collection reference, please check your spam/junk folder. You can also view your active bookings in your online GWR account. If you still need help, please DM us your registered email.",False,False
GWR_000079,No catering at all on v busy #London train - come on @GWRHelp - get the kettle on !! ☕️👎 @GWRHelp It was the Plymouth to London train - I joined it from Taunton at 7.18 and it was repeatedly announced no catering at all on board !,GENERAL CUSTOMER SERVICE,TRAIN / SERVICE INFORMATION,"We apologise for the issues with onboard facilities. Please send us a DM with your train time, origin/destination, and coach letter so our on-train and maintenance crews can be notified to resolve this.",False,False
GWR_000080,"Bring back the old trains!! I asked for an alcoholic beverage, then get told ‘we don’t give out hot water’ clearly something wrong with my West Country twang, then to be told no card payments!! 🤣🤣🤣 @141614 @GWRHelp",PAYMENT / CHARGES,PAYMENT / CHARGES,"If your payment was interrupted or declined, pending charges on your bank statement are usually temporary authorisations that will release within a few days. For contactless queries, please DM us with the journey date and card details.",False,True
GWR_000081,@GWRHelp on the 1918 from Paddington. Almost zero updates. Trains flashing by at 100mph but we’re stationary. If there really is a bridge strike issue why are other trains going past us? Dreadful handling of a problem.,TRAIN DELAY / CANCELLATION,OTHER,"Thank you for getting in touch with GWR. Please send us a direct message (DM) or reply with details about your journey, and our customer support team will be happy to assist you.",False,False
GWR_000082,1 hour and 20 minutes delayed train... this is not why I spend £200 odd on a train ticket each month 😠👎🏽 @GWRHelp https://t.co/yvPROWTDMq,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000083,@GWRHelp absolute joke. Newbury to London delayed 10min yesterday. 10mins today and it terminates in reading. Waste of money non service @GWRHelp Today it's the 10:57 to London yesterday it was the 07:47. Delays at Newbury are becoming increasingly frequent,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000084,"The award for the most shockingly slow/poor Wi-Fi goes to @GWRHelp Early morning, train is empty &amp; signal can barely power a 20w 💡#pointless https://t.co/12YPtnXa4o @GWRHelp No its not, I make this trip weekly &amp; service is always slow. If you’re going to provide a free service, make sure it’s up to the job!",TECHNICAL / WEBSITE / APP,TRAIN / SERVICE INFORMATION,"We apologise for the issues with onboard facilities. Please send us a DM with your train time, origin/destination, and coach letter so our on-train and maintenance crews can be notified to resolve this.",False,False
GWR_000085,"@GWRHelp Just wondering why a single from Swansea to Cardiff is £11 (ridiculous) with a 16-25 railcard?! I usually pay around £10 return😡 @GWRHelp Hi Rach, here - and this is with a railcard applied https://t.co/3CUCLqEYsy @GWRHelp Just did!! Nothing changed https://t.co/yEfT6yLup5 @GWRHelp ?? https://t.co/BWuBFCT7Z0 @GWRHelp I will but my mum just tried on her laptop and it says the exact same @GWRHelp Just cleared them and still got the exact same price (£11 and £11.10). Help please @GWRHelp Thanks. If I went to a ticket machine at the station, would it have the £7.35 price?",BOOKING / TICKETS,BOOKING / TICKETS,"For ticket purchases, amendments, or collection queries, please visit www.gwr.com or manage your booking via your GWR account. Feel free to DM us if you need specific booking assistance.",False,True
GWR_000086,Two platform alterations &amp; delays - now told to get London Paddington train. @GWRHelp seems every time I get a train it is a nightmare. 🙄😡 https://t.co/NSXD7yLebl @GWRHelp Oh Phil. A mere journey from Bristol to Bath. I’m nearly there. It’s been an ordeal. Thanks for ur support through these trying times. Xxxx @GWRHelp A girl can dream Phil. A girl can dream...,TRAIN DELAY / CANCELLATION,ROUTE / TIMETABLE / STATION,"Live platform allocations and departure times are displayed on station screens and in the GWR app. Platforms are confirmed shortly before arrival, so please check the departure boards at the station.",False,False
GWR_000088,"@GWRHelp day two of my attempts to use the train. The 708 is delayed till 758. What's the reason today please? @GWRHelp @GWRHelp in light of the cancellation of the 708 and the 732, is there realistically any hope of the 758 running? Need to know if it's worth waiting around",TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",True,True
GWR_000089,@GWRHelp is the 9.42 Oxford Marlybone train being held to wait for the late Bristol train please.,TRAIN DELAY / CANCELLATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,True
GWR_000090,NO driver available for the 9. 02 to Paddington from Bristol Parkway  @GWRHelp is not acceptable management!,TRAIN DELAY / CANCELLATION,STAFF / SERVICE COMPLAINT,"We are very sorry to hear about your experience with our staff. We hold our teams to high professional standards. Please send us a DM with the date, time, station or service, and any staff details so we can refer this to station management.",False,False
GWR_000091,"@GWRHelp so, chaos for my ride into London this morning from Maidenhead and chaos trying to get back tonight from Paddington. 👿 @GWRHelp @311928 then why was your website saying it was by Ladbroke Grove!?! @GWRHelp why can't your driver apologise or even let us know what's going on? Been stopped for so long and when we do move it's so slow @GWRHelp should have been home by now and not even passed Southall",TRAIN DELAY / CANCELLATION,TECHNICAL / WEBSITE / APP,"We apologize for the technical issue with our app/website. Please check if you have the latest app update installed, or try completing your transaction via a web browser. If it persists, please DM us a screenshot of the error.",False,False
GWR_000092,"@GWRHelp I’m completely baffled by the continued active positive news flow about the Hitachi trains. Despite timetabled journey times longer than in the 1970s, it was still 40 minutes late and poured water everywhere. How on earth is this a positive step forward ?",TRAIN / SERVICE INFORMATION,TRAIN DELAY / CANCELLATION,"I'm sorry for the delay to your journey today. Please check real-time departures on www.gwr.com or the GWR app for live updates. If your journey arrives 15 minutes or more late, you can claim compensation via our Delay Repay scheme at www.gwr.com/delayrepay.",False,False
GWR_000093,"@GWRHelp Plan my weekend adventure? What on the weekend bus service because of engineering works? @GWRHelp No chance better to drive! Always late, always signal problems love to otherwise! @GWRHelp One that's always late @GWRHelp Back to work on Monday, booked on the 1044 from Plymouth for a 1800 flight from Heathrow 🤞🤞🤞 hope there are no delays due to storm Brian 🤣 @GWRHelp I hope it’s not 1st class because my experience was appalling @GWRHelp Totally ignored by staff. Asked 4 cup of tea, told “walk to the buffet car &amp; get it yourself” while 5 staff chatted. I complained, pointless @GWRHelp GWR, got a response 6 months later saying my email went into spam 🙄 @GWRHelp Side bar - service has improved but ...short trains at peak times. Really 😳. Always crowded. Always 😡. New carriages are nice 👍🏾. @GWRHelp The adventure being find a seat because there are no reservations. @GWRHelp If by adventure you mean hovering above a biological hazard (your toilet) yesterday.. Clean your toilets instead of making expensive adverts @GWRHelp Well, that was as useful as a chocolate fire guard Phil. So basically, deal with it, yeah? There was no guard on the train. @GWRHelp £60 on a train for this. https://t.co/JFadg4zbrF @GWRHelp Well I’m glad they “get cleaned overnight” that truly makes up for the thousands of people that use and block them during the day 🙄 @GWRHelp Your apology means nothing to me, I’m afraid, let’s be honest, you couldn’t care less. Your name may have changed..same old shitty service. @GWRHelp As for the guard, I couldn’t see, nor was I approached by 1. I highly doubt, from experience of said guards, they’d get busy with a plunger @GWRHelp Well I’ve never, ever seen one. Are they disguised like Air Marshals? @GWRHelp Well, I won’t hold my breath Phil, for fear I would die. (A bit like using your toilets). @GWRHelp You were a lot of help to the disabled passenger stuck on Chippenham station last night as the lift was closed! @GWRHelp Chippenham Street Pastors will be complaining I believe as they helped the lady in the absence if GWR staff @GWRHelp Is this advert saying no dogs, like find the dog other means for the same journey? Is it? @GWRHelp The dog is with the family as the train journey start but see like he is everywhere but on the train till reunited with family, no.? @GWRHelp Just me thinking is it a subtle message to say not suitable for dogs? @GWRHelp Got any new trains yet? @GWRHelp Oh dear they don't work though do they #bringbackbritishrail @GWRHelp more seats, more trains and more bullshit from GWR.  That advert is completely removed from reality.  Try the 0744 from trow to bristol @GWRHelp Yeah you've been saying that for the last ten years and nothing has changed. @GWRHelp See my point on the advert though? @GWRHelp Good advert. Evokes that spirit of adventure, which was in abundance tonight. Can I claim my taxi fare home for the cancelled train? @GWRHelp Trying to book seats from Reading to Swansea on Jan 2nd and the website not playing ball 🙈 @GWRHelp Are dogs allowed on the rail replacement bus service? @GWRHelp Hi, Rach. Many thanks for clarifying. Just one more thing ... do dogs need a special ticket to get on the train/bus? @GWRHelp appropriate you've gone with retro look because on recent trip to Cornwall your wifi performed like it was being beamed in from the 1950s! @GWRHelp yes - from slow to really sloooow! @GWRHelp Trying to but there don’t seem to be any trains from London to Stroud on 3 December- finding a train seems to be the adventure @GWRHelp This is 740% better than any Christmas advert this year. Well done. @GWRHelp It's really lovely. Who did the animation? @GWRHelp Thankyou Natalie, it's charming. @GWRHelp Maybe future ads can have some people who aren't white, that would be a cool adventure @GWRHelp The original book did have Rromani &amp; Jewish ppl. (They were just villains. Bc the original books. were racist.) @GWRHelp But I also I get you didn't make the ad, Josh, sorry for being kinda caustic, but not sorry for the content if it means you pass that feedback along to the advertising dept",OTHER,TRAIN DELAY / CANCELLATION,Rail replacement buses are operating on this route due to service disruption. Replacement buses usually pick up from the station front or designated bus bays. Please check station signage or speak to platform staff for exact pickup points.,True,False
GWR_000094,@GWRHelp Kingham station is listed as a place to collect pre paid tickets on your site but there is no ticket machine there and the ticket office doesn't open all day. This should be removed as an option. @GWRHelp That is not clear anywhere. I would have expected a penalty fare if I didn't have tickets. I also didn't know that you can collect them from any machine even though you have to choose one on the Web site. @GWRHelp The ticket office is also closed most of this week which should be reflected in the list of collection points. @265107 @GWRHelp Depends which website you use. Some do actually say tickets can be picked up from any station. Some even say if station machines are broken then you can travel with the print out and pick up at next working station .,BOOKING / TICKETS,BOOKING / TICKETS,"If you have not received your booking confirmation or collection reference, please check your spam/junk folder. You can also view your active bookings in your online GWR account. If you still need help, please DM us your registered email.",True,True
GWR_000095,"@GWRHelp Hi, I have pre booked tickets for the 15.21 Cardiff Cent to Swindon train but on your website it's not showing, can you advise? @GWRHelp Hi Natalie, yes traveling today. The ticket says 15.21, I can see the 15.26 online. I'm worried as the 15.21 I have has seats booked. @GWRHelp I've had to buy new tickets for the 15.26 train today, so with my 15.21 tickets, as the were booked in advance, can I still get a refund?",BOOKING / TICKETS,BOOKING / TICKETS,"Seat reservations are available on most long-distance GWR services. If you hold a flexible ticket, reservations are optional. You can reserve or amend a seat reservation at any station ticket office or by contacting us via DM.",True,True
GWR_000096,@GWRHelp @121203 NO CALLBACK as promised by three ‘customer service’ operators!! #badcustomerservice @418 @417,GENERAL CUSTOMER SERVICE,GENERAL CUSTOMER SERVICE,"Thanks for contacting GWR. Please let us know how we can assist you today, or send us a DM with your journey details.",False,True
